user_id,rest_id,cost,rating,location
U0371,R2950,200,5,"HSR, Bangalore"
U0787,R7309,200,4,"Bannerghatta Road, Bangalore"
U0752,R0273,800,3,"CV Raman Nagar, Bangalore"
U0462,R3192,400,1,"HSR, Bangalore"
U0407,R8640,400,5,"Rajajinagar, Bangalore"
U0742,R4870,600,5,"Malleshwaram, Bangalore"
U0465,R7872,1000,2,"Yeshwantpur, Bangalore"
U0025,R5941,900,1,"Kalyan Nagar, Bangalore"
U0873,R8833,100,5,"Kammanahalli, Bangalore"
U0484,R4722,200,3,"Sadashiv Nagar, Bangalore"
U0695,R1129,100,5,"Indiranagar, Bangalore"
U0913,R8621,1000,2,"Shivajinagar, Bangalore"
U0912,R7651,600,1,"Jalahalli, Bangalore"
U0430,R4262,600,3,"Sarjapur Road, Bangalore"
U0612,R4880,200,4,"Mantri Square, Malleshwaram, Bangalore"
U0741,R6863,1000,4,"Electronic City, Bangalore"
U0961,R7419,1000,3,"Bellandur, Bangalore"
U0174,R7896,300,1,"New BEL Road, Bangalore"
U0178,R3468,200,3,"Jayanagar, Bangalore"
U0478,R3776,800,2,"JP Nagar, Bangalore"
U0653,R7435,300,2,"Bellandur, Bangalore"
U0500,R7902,600,2,"New BEL Road, Bangalore"
U0993,R3351,600,3,"Jayanagar, Bangalore"
U0238,R7250,500,1,"Bommasandra, Bangalore"
U0680,R1153,900,5,"1 MG Road Mall, MG Road, Bangalore"
U0124,R5745,500,5,"Koramangala 4th Block, Bangalore"
U0350,R5480,800,3,"New BEL Road, Bangalore"
U0264,R8164,500,5,"Banashankari, Bangalore"
U0676,R0002,100,5,"Indiranagar, Bangalore"
U0039,R2555,400,5,"Jayanagar, Bangalore"
U0872,R6823,300,1,"Electronic City, Bangalore"
U0682,R0060,600,1,"Indiranagar, Bangalore"
U0320,R7520,100,5,"New BEL Road, Bangalore"
U0320,R3312,100,4,"Sarjapur Road, Bangalore"
U0957,R6416,700,4,"KR Puram, Bangalore"
U0867,R6621,300,4,"Electronic City, Bangalore"
U0293,R6525,300,4,"Electronic City, Bangalore"
U0457,R5858,1000,4,"Nagawara, Bangalore"
U0331,R5432,900,3,"Rajajinagar, Bangalore"
U0489,R3921,100,1,"Bannerghatta Road, Bangalore"
U0576,R1264,200,3,"Marathahalli, Bangalore"
U0750,R1503,100,2,"Whitefield, Bangalore"
U0703,R5277,600,3,"Vasanth Nagar, Bangalore"
U0782,R1529,600,5,"ITPL Main Road, Whitefield, Bangalore"
U0158,R1067,200,5,"Bellandur, Bangalore"
U0392,R1252,900,1,"Marathahalli, Bangalore"
U0489,R1621,500,2,"Whitefield, Bangalore"
U0333,R7480,100,1,"Sarjapur Road, Bangalore"
U0574,R1118,700,2,"Bellandur, Bangalore"
U0456,R1851,400,2,"Whitefield, Bangalore"
U0140,R2154,600,5,"Brookefield, Bangalore"
U0764,R6780,200,3,"Electronic City, Bangalore"
U0080,R0882,500,2,"Bellandur, Bangalore"
U0025,R4937,500,1,"Rajajinagar, Bangalore"
U0698,R2958,300,4,"Bellandur, Bangalore"
U0222,R7980,700,5,"Basavanagudi, Bangalore"
U0299,R0257,600,2,"Shivajinagar, Bangalore"
U0180,R5278,400,1,"New BEL Road, Bangalore"
U0670,R8508,800,3,"Basaveshwara Nagar, Bangalore"
U0634,R7661,700,5,"Yeshwantpur, Bangalore"
U0305,R7239,400,1,"Electronic City, Bangalore"
U0639,R4331,300,4,"Sarjapur Road, Bangalore"
U0296,R0701,900,5,"Varthur Main Road, Whitefield, Bangalore"
U0451,R1377,400,3,"Varthur Main Road, Whitefield, Bangalore"
U0520,R2584,600,5,"HSR, Bangalore"
U0534,R5948,500,1,"Banaswadi, Bangalore"
U0273,R1013,800,2,"Bellandur, Bangalore"
U0202,R2018,600,4,"KR Puram, Bangalore"
U0617,R2103,700,4,"Marathahalli, Bangalore"
U0201,R8139,900,2,"Vijay Nagar, Bangalore"
U0755,R6424,300,1,"Banaswadi, Bangalore"
U0785,R7871,1000,2,"Fairfield by Marriott,Rajajinagar , Bangalore"
U0308,R7874,700,3,"New BEL Road, Bangalore"
U0020,R3984,700,2,"Bannerghatta Road, Bangalore"
U0471,R5130,600,4,"Rajajinagar, Bangalore"
U0845,R4241,500,5,"Sarjapur Road, Bangalore"
U0652,R6879,300,1,"Electronic City, Bangalore"
U0497,R2613,900,2,"Koramangala 5th Block, Bangalore"
U0797,R3029,500,4,"HSR, Bangalore"
U0222,R4795,800,2,"Basavanagudi, Bangalore"
U0321,R4719,600,1,"Brigade Road, Bangalore"
U0986,R4185,200,1,"The President Hotel, Jayanagar, Bangalore"
U0507,R8352,600,3,"Rajajinagar, Bangalore"
U0651,R4873,700,3,"Rajajinagar, Bangalore"
U0294,R6649,600,2,"Electronic City, Bangalore"
U0224,R6170,600,3,"Hennur, Bangalore"
U0485,R1456,800,2,"ITPL Main Road, Whitefield, Bangalore"
U0720,R2984,500,4,"HSR, Bangalore"
U0636,R0210,400,5,"Indiranagar, Bangalore"
U0879,R8855,600,2,"Commercial Street, Bangalore"
U0025,R3724,500,3,"Basavanagudi, Bangalore"
U0886,R1870,100,5,"Royal Orchid Suites, Whitefield, Bangalore"
U0040,R6322,900,2,"Kammanahalli, Bangalore"
U0321,R4738,900,3,"Frazer Town, Bangalore"
U0843,R2463,900,5,"JP Nagar, Bangalore"
U0444,R7810,100,5,"New BEL Road, Bangalore"
U0866,R0148,300,1,"Thippasandra, Bangalore"
U0605,R3452,700,2,"JP Nagar, Bangalore"
U0829,R5394,100,4,"Sadashiv Nagar, Bangalore"
U0601,R2685,300,5,"BTM, Bangalore"
U0041,R2235,100,5,"BTM, Bangalore"
U0676,R1758,600,2,"KR Puram, Bangalore"
U0356,R7157,500,1,"Bommanahalli, Bangalore"
U0779,R0252,300,3,"Indiranagar, Bangalore"
U0804,R3172,1000,5,"Bommanahalli, Bangalore"
U0015,R4826,500,4,"Orion Mall, Malleshwaram, Bangalore"
U0310,R3813,900,3,"Jayanagar, Bangalore"
U0702,R4814,600,5,"Wilson Garden, Bangalore"
U0109,R3492,600,5,"Kumaraswamy Layout, Bangalore"
U0698,R7572,400,5,"New BEL Road, Bangalore"
U0667,R0304,100,4,"Shivajinagar, Bangalore"
U0536,R1719,500,4,"Whitefield, Bangalore"
U0385,R5485,200,1,"Frazer Town, Bangalore"
U0802,R2292,700,2,"Jayanagar, Bangalore"
U0668,R4351,100,1,"Bellandur, Bangalore"
U0356,R4994,100,5,"Yeshwantpur, Bangalore"
U0093,R4009,1000,3,"JP Nagar, Bangalore"
U0693,R8175,100,4,"Rajarajeshwari Nagar, Bangalore"
U0319,R4534,100,4,"HSR, Bangalore"
U0505,R7440,800,3,"Bellandur, Bangalore"
U0836,R7164,800,5,"Electronic City, Bangalore"
U0444,R4631,800,4,"Nagawara, Bangalore"
U0721,R3774,700,2,"Basavanagudi, Bangalore"
U0769,R1534,500,1,"ITPL Main Road, Whitefield, Bangalore"
U0868,R7209,800,2,"Electronic City, Bangalore"
U0196,R3167,500,4,"HSR, Bangalore"
U0179,R6999,300,5,"Electronic City, Bangalore"
U0902,R7543,600,4,"New BEL Road, Bangalore"
U0643,R0920,400,5,"Marathahalli, Bangalore"
U0336,R2378,200,5,"Jayanagar, Bangalore"
U0327,R7061,100,2,"Electronic City, Bangalore"
U0279,R1735,100,2,"KR Puram, Bangalore"
U0854,R5116,300,1,"Rajajinagar, Bangalore"
U0263,R6715,200,4,"Electronic City, Bangalore"
U0808,R7460,600,2,"Bellandur, Bangalore"
U0540,R1550,800,4,"ITPL Main Road, Whitefield, Bangalore"
U0296,R5225,800,1,"Rajajinagar, Bangalore"
U0504,R3572,200,3,"JP Nagar, Bangalore"
U0776,R5382,200,5,"Rajajinagar, Bangalore"
U0847,R2851,1000,1,"Bommanahalli, Bangalore"
U0106,R5088,600,1,"Majestic, Bangalore"
U0558,R4802,100,5,"Richmond Town, Bangalore"
U0129,R2312,200,5,"Koramangala 5th Block, Bangalore"
U0900,R0910,900,4,"Varthur Main Road, Whitefield, Bangalore"
U0279,R7342,600,1,"Bannerghatta Road, Bangalore"
U0042,R7482,600,4,"BTM, Bangalore"
U0433,R0805,700,3,"Marathahalli, Bangalore"
U0348,R4875,900,1,"Rajajinagar, Bangalore"
U0767,R3743,1000,1,"Jayanagar, Bangalore"
U0885,R1031,300,5,"Marathahalli, Bangalore"
U0526,R4144,1000,5,"Jayanagar, Bangalore"
U0823,R6027,900,2,"Kalyan Nagar, Bangalore"
U0732,R1387,1000,5,"Marathahalli, Bangalore"
U0112,R0452,600,1,"Kalyan Nagar, Bangalore"
U0678,R1632,1000,3,"KR Puram, Bangalore"
U0659,R5852,300,2,"Kalyan Nagar, Bangalore"
U0647,R4490,500,1,"Sarjapur Road, Bangalore"
U0919,R8260,400,3,"Banashankari, Bangalore"
U0518,R6265,600,1,"Hennur, Bangalore"
U0283,R1513,1000,1,"Marathahalli, Bangalore"
U0393,R1799,100,1,"Marathahalli, Bangalore"
U0499,R2038,100,4,"Marathahalli, Bangalore"
U0485,R5374,100,5,"Vasanth Nagar, Bangalore"
U0537,R6924,900,3,"Electronic City, Bangalore"
U0383,R5398,300,5,"Basaveshwara Nagar, Bangalore"
U0147,R8773,1000,5,"Banaswadi, Bangalore"
U0915,R4265,100,3,"Sarjapur Road, Bangalore"
U0086,R4801,100,3,"Shanti Nagar, Bangalore"
U0918,R2941,500,5,"Sarjapur Road, Bangalore"
U0323,R4830,1000,1,"Malleshwaram, Bangalore"
U0664,R3583,400,1,"Basavanagudi, Bangalore"
U0822,R7233,900,5,"Electronic City, Bangalore"
U0609,R0555,500,3,"Commercial Street, Bangalore"
U0537,R3787,500,1,"JP Nagar, Bangalore"
U0384,R5535,700,1,"Malleshwaram, Bangalore"
U0941,R2505,200,3,"HSR, Bangalore"
U0428,R5761,200,4,"BTM, Bangalore"
U0785,R6653,400,3,"Electronic City, Bangalore"
U0835,R5269,600,3,"Sanjay Nagar, Bangalore"
U0843,R6827,800,4,"Electronic City, Bangalore"
U0764,R6254,500,2,"Church Street, Bangalore"
U0632,R4603,1000,5,"Richmond Road, Bangalore"
U0839,R6451,600,2,"Nagawara, Bangalore"
U0623,R8602,100,2,"Basaveshwara Nagar, Bangalore"
U0172,R7905,300,3,"Yeshwantpur, Bangalore"
U0254,R8323,200,5,"JP Nagar, Bangalore"
U0081,R1177,100,3,"Jeevan Bhima Nagar, Bangalore"
U0926,R4901,1000,1,"Malleshwaram, Bangalore"
U0109,R8393,100,3,"Basavanagudi, Bangalore"
U0619,R5754,500,5,"Bannerghatta Road, Bangalore"
U0324,R1939,1000,4,"KR Puram, Bangalore"
U0257,R0665,700,4,"Varthur Main Road, Whitefield, Bangalore"
U0685,R2409,900,4,"HSR, Bangalore"
U0909,R5584,100,5,"BTM, Bangalore"
U0921,R0242,900,1,"Koramangala 5th Block, Bangalore"
U0815,R4483,800,2,"HSR, Bangalore"
U0170,R4477,300,5,"HSR, Bangalore"
U0323,R2986,700,1,"Bommanahalli, Bangalore"
U0556,R4613,700,3,"Ulsoor, Bangalore"
U0847,R6845,800,5,"Electronic City, Bangalore"
U0095,R6331,100,2,"Hennur, Bangalore"
U0364,R4220,800,1,"Sarjapur Road, Bangalore"
U0622,R1172,300,1,"Marathahalli, Bangalore"
U0392,R4350,300,5,"Sarjapur Road, Bangalore"
U0093,R0290,400,2,"Domlur, Bangalore"
U0329,R0710,700,1,"Marathahalli, Bangalore"
U0403,R2444,500,1,"Bommanahalli, Bangalore"
U0830,R6356,700,3,"Nagawara, Bangalore"
U0148,R4977,300,3,"Malleshwaram, Bangalore"
U0135,R1385,500,3,"Marathahalli, Bangalore"
U0888,R7614,100,3,"New BEL Road, Bangalore"
U0778,R7842,1000,1,"Sahakara Nagar, Bangalore"
U0574,R4311,500,3,"Sarjapur Road, Bangalore"
U0442,R1785,500,3,"Varthur Main Road, Whitefield, Bangalore"
U0501,R0747,700,4,"Kaggadasapura, Bangalore"
U0132,R8867,300,1,"Frazer Town, Bangalore"
U0631,R1823,200,4,"Whitefield, Bangalore"
U0106,R6285,1000,5,"HBR Layout, Bangalore"
U0363,R6041,1000,2,"Nagawara, Bangalore"
U0366,R8217,1000,2,"Nagarbhavi, Bangalore"
U0717,R5149,700,4,"Malleshwaram, Bangalore"
U0538,R6648,400,2,"Electronic City, Bangalore"
U0026,R7384,600,2,"JP Nagar, Bangalore"
U0983,R2239,600,4,"BTM, Bangalore"
U0960,R7670,100,5,"New BEL Road, Bangalore"
U0227,R0374,700,3,"Commercial Street, Bangalore"
U0733,R8584,900,4,"Vijay Nagar, Bangalore"
U0753,R0239,1000,3,"Frazer Town, Bangalore"
U0784,R3443,100,5,"JP Nagar, Bangalore"
U0441,R5704,800,3,"Malleshwaram, Bangalore"
U0598,R1996,200,3,"Brookefield, Bangalore"
U0892,R6260,900,4,"Jakkur, Bangalore"
U0951,R3151,400,3,"Bommanahalli, Bangalore"
U0030,R5656,400,5,"Ulsoor, Bangalore"
U0855,R8490,800,1,"Rajajinagar, Bangalore"
U0466,R4156,500,3,"Kanakapura Road, Bangalore"
U0932,R2294,200,3,"BTM, Bangalore"
U0793,R7391,700,5,"Bommanahalli, Bangalore"
U0758,R5874,800,1,"Banaswadi, Bangalore"
U0965,R3509,600,3,"City Market, Bangalore"
U0815,R1941,800,4,"KR Puram, Bangalore"
U0725,R1152,800,2,"Marathahalli, Bangalore"
U0024,R5500,400,1,"Vasanth Nagar, Bangalore"
U0468,R6012,800,5,"Rammurthy Nagar, Bangalore"
U0098,R6842,1000,2,"Electronic City, Bangalore"
U0722,R2104,800,5,"KR Puram, Bangalore"
U0013,R8070,500,4,"Domlur, Bangalore"
U0454,R4116,1000,4,"BTM, Bangalore"
U0263,R4152,700,1,"Bannerghatta Road, Bangalore"
U0919,R5910,1000,3,"Kammanahalli, Bangalore"
U0876,R4612,200,3,"Cunningham Road, Bangalore"
U0431,R7615,800,1,"Jalahalli, Bangalore"
U0293,R0799,1000,2,"Whitefield, Bangalore"
U0494,R3775,300,5,"JP Nagar, Bangalore"
U0101,R1711,200,4,"Phoenix Marketcity Bangalore, Whitefield, Bangalore"
U0347,R3306,300,2,"Bommanahalli, Bangalore"
U0962,R4183,700,4,"JP Nagar, Bangalore"
U0622,R5829,600,5,"Banaswadi, Bangalore"
U0161,R1103,400,1,"Thippasandra, Bangalore"
U0498,R5495,400,3,"Malleshwaram, Bangalore"
U0604,R0906,800,4,"Marathahalli, Bangalore"
U0021,R1651,500,4,"Whitefield, Bangalore"
U0175,R5073,300,5,"Majestic, Bangalore"
U0783,R2190,800,4,"Koramangala 5th Block, Bangalore"
U0853,R4316,600,2,"Electronic City, Bangalore"
U0174,R3777,800,1,"Jayanagar, Bangalore"
U0621,R4978,1000,4,"Malleshwaram, Bangalore"
U0160,R2345,500,2,"BTM, Bangalore"
U0350,R5740,300,3,"Koramangala 1st Block, Bangalore"
U0240,R7388,500,3,"Bannerghatta Road, Bangalore"
U0705,R8174,500,4,"Banashankari, Bangalore"
U0803,R1571,700,3,"Whitefield, Bangalore"
U0016,R2831,600,4,"HSR, Bangalore"
U0457,R5553,400,2,"New BEL Road, Bangalore"
U0684,R8490,500,4,"Rajajinagar, Bangalore"
U0075,R8329,500,2,"Kumaraswamy Layout, Bangalore"
U0338,R8026,400,2,"Old Airport Road, Bangalore"
U0838,R6201,500,1,"Kalyan Nagar, Bangalore"
U0433,R4412,600,3,"Sarjapur Road, Bangalore"
U0035,R5013,700,1,"Basaveshwara Nagar, Bangalore"
U0393,R8512,900,1,"Basaveshwara Nagar, Bangalore"
U0238,R0862,1000,3,"Bellandur, Bangalore"
U0994,R8881,100,5,"Frazer Town, Bangalore"
U0278,R6095,300,5,"Kammanahalli, Bangalore"
U0482,R1451,400,3,"Whitefield, Bangalore"
U0776,R7301,1000,3,"BTM, Bangalore"
U0940,R8273,300,1,"Rajarajeshwari Nagar, Bangalore"
U0203,R8019,900,5,"Old Airport Road, Bangalore"
U0589,R0441,900,3,"Richmond Road, Bangalore"
U0293,R3137,200,5,"HSR, Bangalore"
U0417,R2253,100,2,"Jayanagar, Bangalore"
U0523,R2062,400,1,"Marathahalli, Bangalore"
U0333,R6105,300,3,"Hennur, Bangalore"
U0885,R3615,100,2,"Jayanagar, Bangalore"
U0055,R4403,600,3,"Bellandur, Bangalore"
U0619,R5253,300,1,"Yeshwantpur, Bangalore"
U0419,R8584,200,4,"Vijay Nagar, Bangalore"
U0002,R6329,300,1,"Hennur, Bangalore"
U0776,R6865,600,2,"Electronic City, Bangalore"
U0542,R7002,1000,1,"Electronic City, Bangalore"
U0604,R8319,400,5,"Rajarajeshwari Nagar, Bangalore"
U0271,R7379,800,3,"JP Nagar, Bangalore"
U0131,R1929,800,2,"Whitefield, Bangalore"
U0349,R6806,500,4,"Bommanahalli, Bangalore"
U0248,R6424,200,3,"Banaswadi, Bangalore"
U0767,R0694,600,1,"Marathahalli, Bangalore"
U0745,R6375,400,4,"Kammanahalli, Bangalore"
U0722,R0179,300,5,"KBR Mall, Marathahalli, Bangalore"
U0501,R1180,1000,5,"Brookefield, Bangalore"
U0385,R8138,500,4,"Banashankari, Bangalore"
U0078,R4770,700,3,"RT Nagar, Bangalore"
U0193,R3310,600,5,"Koramangala 1st Block, Bangalore"
U0818,R3188,700,1,"Bommanahalli, Bangalore"
U0597,R5288,900,3,"Sadashiv Nagar, Bangalore"
U0655,R5380,600,2,"Shivajinagar, Bangalore"
U0291,R5074,700,5,"RT Nagar, Bangalore"
U0789,R8351,400,3,"Wilson Garden, Bangalore"
U0114,R3184,1000,5,"BTM, Bangalore"
U0618,R2337,500,4,"Koramangala 7th Block, Bangalore"
U0934,R0795,500,3,"Bellandur, Bangalore"
U0197,R6877,900,4,"Electronic City, Bangalore"
U0490,R6145,900,2,"HBR Layout, Bangalore"
U0690,R2386,100,1,"HSR, Bangalore"
U0502,R4780,600,4,"Richmond Town, Bangalore"
U0480,R3709,100,5,"JP Nagar, Bangalore"
U0285,R1862,1000,2,"Forum Shantiniketan Mall, Whitefield, Bangalore"
U0429,R7920,100,5,"Sahakara Nagar, Bangalore"
U0498,R6247,600,1,"Banaswadi, Bangalore"
U0465,R7226,700,2,"Electronic City, Bangalore"
U0093,R0581,1000,5,"Domlur, Bangalore"
U0192,R5382,600,3,"Rajajinagar, Bangalore"
U0916,R3878,800,4,"JP Nagar, Bangalore"
U0125,R3738,600,4,"Koramangala 1st Block, Bangalore"
U0168,R7983,600,4,"Frazer Town, Bangalore"
U0726,R0636,1000,5,"Marathahalli, Bangalore"
U0860,R2121,900,1,"Whitefield, Bangalore"
U0337,R8439,500,5,"Jayanagar, Bangalore"
U0448,R6595,500,3,"Electronic City, Bangalore"
U0138,R4778,800,5,"Seshadripuram, Bangalore"
U0497,R1683,400,5,"Brookefield, Bangalore"
U0386,R3374,400,2,"JP Nagar, Bangalore"
U0295,R4503,700,4,"Bellandur, Bangalore"
U0854,R2195,400,1,"BTM, Bangalore"
U0411,R7352,1000,4,"BTM, Bangalore"
U0085,R1453,700,3,"Whitefield, Bangalore"
U0752,R4727,700,4,"Vijay Nagar, Bangalore"
U0380,R5480,500,4,"New BEL Road, Bangalore"
U0025,R1161,1000,1,"Marathahalli, Bangalore"
U0088,R1545,600,1,"Whitefield, Bangalore"
U0277,R1368,500,5,"Marathahalli, Bangalore"
U0006,R2886,500,2,"HSR, Bangalore"
U0823,R4892,400,2,"Basaveshwara Nagar, Bangalore"
U0957,R4949,1000,3,"RT Nagar, Bangalore"
U0010,R4807,1000,2,"City Market, Bangalore"
U0228,R4087,700,5,"JP Nagar, Bangalore"
U0655,R3548,400,3,"Jayanagar, Bangalore"
U0636,R3583,400,4,"Basavanagudi, Bangalore"
U0569,R3355,400,2,"Jayanagar, Bangalore"
U0188,R1961,100,1,"Ascendas Park Square, Whitefield, Bangalore"
U0303,R0190,1000,3,"Indiranagar, Bangalore"
U0906,R0375,1000,4,"Frazer Town, Bangalore"
U0109,R3948,200,1,"JP Nagar, Bangalore"
U0163,R3693,600,5,"Jayanagar, Bangalore"
U0134,R7658,800,5,"New BEL Road, Bangalore"
U0569,R4338,200,2,"Sarjapur Road, Bangalore"
U0222,R8253,100,3,"Banashankari, Bangalore"
U0447,R7857,900,2,"Malleshwaram, Bangalore"
U0487,R1630,1000,2,"Whitefield, Bangalore"
U0093,R2854,500,1,"HSR, Bangalore"
U0795,R7204,1000,4,"Electronic City, Bangalore"
U0933,R4765,800,3,"Shanti Nagar, Bangalore"
U0937,R7808,900,4,"Sanjay Nagar, Bangalore"
U0503,R2535,100,3,"City Market, Bangalore"
U0468,R3416,200,3,"Jayanagar, Bangalore"
U0607,R4607,100,1,"Residency Road, Bangalore"
U0598,R1191,800,1,"Brookefield, Bangalore"
U0182,R0857,1000,2,"Brookefield, Bangalore"
U0101,R0328,400,5,"Richmond Road, Bangalore"
U0071,R3483,400,4,"Jayanagar, Bangalore"
U0036,R4522,600,3,"HSR, Bangalore"
U0441,R6216,500,5,"Frazer Town, Bangalore"
U0770,R7964,400,5,"BTM, Bangalore"
U0253,R8555,1000,1,"Vijay Nagar, Bangalore"
U0157,R2193,700,2,"Koramangala 5th Block, Bangalore"
U0099,R1409,300,5,"BTM, Bangalore"
U0845,R8817,800,1,"Hennur, Bangalore"
U0851,R2093,900,3,"Whitefield, Bangalore"
U0494,R4646,900,3,"Frazer Town, Bangalore"
U0587,R5152,600,5,"Yeshwantpur, Bangalore"
U0293,R5165,1000,3,"Orion Mall, Malleshwaram, Bangalore"
U0256,R8208,100,5,"Vijay Nagar, Bangalore"
U0066,R6651,100,4,"Electronic City, Bangalore"
U0308,R0591,900,2,"Ulsoor, Bangalore"
U0248,R2712,500,4,"Jayanagar, Bangalore"
U0742,R7759,400,5,"Malleshwaram, Bangalore"
U0069,R5030,700,4,"Frazer Town, Bangalore"
U0837,R8336,800,4,"Vijay Nagar, Bangalore"
U0280,R2539,100,2,"Koramangala 1st Block, Bangalore"
U0483,R8422,600,4,"Banashankari, Bangalore"
U0221,R2029,100,1,"Marathahalli, Bangalore"
U0715,R0035,400,1,"Thippasandra, Bangalore"
U0287,R1092,300,3,"Marathahalli, Bangalore"
U0573,R2706,400,4,"BTM, Bangalore"
U0456,R4476,500,1,"Sarjapur Road, Bangalore"
U0886,R0745,500,4,"Varthur Main Road, Whitefield, Bangalore"
U0370,R6433,200,4,"RT Nagar, Bangalore"
U0509,R5663,600,2,"Ulsoor, Bangalore"
U0379,R3143,400,1,"HSR, Bangalore"
U0412,R4065,300,2,"Jayanagar, Bangalore"
U0022,R4887,1000,1,"RT Nagar, Bangalore"
U0701,R6637,500,5,"Bommanahalli, Bangalore"
U0857,R8152,200,4,"Basavanagudi, Bangalore"
U0236,R2261,300,5,"Jayanagar, Bangalore"
U0035,R2090,800,3,"Varthur Main Road, Whitefield, Bangalore"
U0622,R5652,400,5,"Banaswadi, Bangalore"
U0229,R5730,900,5,"Koramangala 4th Block, Bangalore"
U0153,R7492,100,4,"BTM, Bangalore"
U0067,R7853,1000,1,"New BEL Road, Bangalore"
U0041,R6685,200,2,"Electronic City, Bangalore"
U0030,R3862,900,5,"Bannerghatta Road, Bangalore"
U0591,R0231,500,3,"Jeevan Bhima Nagar, Bangalore"
U0660,R4353,600,3,"Sarjapur Road, Bangalore"
U0591,R0163,300,4,"CV Raman Nagar, Bangalore"
U0629,R8143,200,2,"Rajarajeshwari Nagar, Bangalore"
U0886,R3541,400,3,"Basavanagudi, Bangalore"
U0123,R7069,800,3,"Electronic City, Bangalore"
U0590,R5150,100,1,"Malleshwaram, Bangalore"
U0282,R3689,600,1,"JP Nagar, Bangalore"
U0172,R8310,200,2,"Banashankari, Bangalore"
U0789,R1987,700,5,"Marathahalli, Bangalore"
U0542,R0620,200,1,"Marathahalli, Bangalore"
U0303,R7009,1000,2,"Electronic City, Bangalore"
U0804,R3369,900,2,"JP Nagar, Bangalore"
U0584,R1008,100,2,"Bellandur, Bangalore"
U0624,R2066,300,4,"Marathahalli, Bangalore"
U0845,R4160,400,2,"Kanakapura Road, Bangalore"
U0781,R8218,500,3,"Vijay Nagar, Bangalore"
U0724,R3543,400,3,"Banashankari, Bangalore"
U0660,R0519,400,3,"Indiranagar, Bangalore"
U0560,R0914,100,5,"Kaggadasapura, Bangalore"
U0011,R1943,400,1,"KR Puram, Bangalore"
U0898,R8454,100,1,"JP Nagar, Bangalore"
U0939,R6995,100,3,"Electronic City, Bangalore"
U0951,R1856,400,2,"Whitefield, Bangalore"
U0900,R1328,200,2,"Marathahalli, Bangalore"
U0819,R3243,600,5,"BTM, Bangalore"
U0764,R7107,800,5,"Bommasandra, Bangalore"
U0669,R4821,800,3,"Vasanth Nagar, Bangalore"
U0968,R8256,400,2,"Nagarbhavi, Bangalore"
U0657,R5600,900,4,"JP Nagar, Bangalore"
U0561,R3121,300,2,"Bellandur, Bangalore"
U0052,R2296,800,3,"Koramangala 6th Block, Bangalore"
U0497,R4750,1000,4,"Rajajinagar, Bangalore"
U0017,R1237,300,2,"Indiranagar, Bangalore"
U0727,R1857,600,1,"Whitefield, Bangalore"
U0491,R0346,100,4,"Indiranagar, Bangalore"
U0815,R5945,300,3,"Kammanahalli, Bangalore"
U0643,R2810,200,5,"HSR, Bangalore"
U0563,R1481,200,2,"Whitefield, Bangalore"
U0146,R7976,700,5,"MG Road, Bangalore"
U0392,R5640,1000,5,"Brigade Road, Bangalore"
U0387,R3247,1000,4,"BTM, Bangalore"
U0961,R1525,700,2,"Brookefield, Bangalore"
U0817,R2338,1000,3,"HSR, Bangalore"
U0960,R7934,400,5,"Sanjay Nagar, Bangalore"
U0444,R3266,200,2,"HSR, Bangalore"
U0696,R7760,900,3,"Peenya, Bangalore"
U0466,R2630,300,1,"BTM, Bangalore"
U0047,R5924,900,4,"HBR Layout, Bangalore"
U0317,R0896,600,1,"Marathahalli, Bangalore"
U0277,R7535,300,5,"New BEL Road, Bangalore"
U0097,R3898,900,3,"BTM, Bangalore"
U0494,R8895,800,5,"Frazer Town, Bangalore"
U0334,R4632,400,1,"Frazer Town, Bangalore"
U0058,R5969,400,5,"HBR Layout, Bangalore"
U0616,R5348,1000,3,"Basaveshwara Nagar, Bangalore"
U0061,R1656,400,5,"Whitefield, Bangalore"
U0905,R0966,600,4,"Brookefield, Bangalore"
U0024,R4731,500,5,"St. Marks Road, Bangalore"
U0227,R8288,700,4,"Rajarajeshwari Nagar, Bangalore"
U0238,R3144,600,2,"Sarjapur Road, Bangalore"
U0716,R0886,100,1,"Bellandur, Bangalore"
U0007,R2483,100,5,"Koramangala 5th Block, Bangalore"
U0253,R6532,100,2,"Electronic City, Bangalore"
U0034,R5585,800,4,"Vega City, Bannerghatta Road, Bangalore"
U0821,R6673,700,4,"Electronic City, Bangalore"
U0099,R6262,400,1,"Vasanth Nagar, Bangalore"
U0305,R7442,500,2,"Bellandur, Bangalore"
U0757,R5968,900,5,"KR Puram, Bangalore"
U0050,R2257,900,2,"Bannerghatta Road, Bangalore"
U0154,R3484,500,3,"Basavanagudi, Bangalore"
U0249,R5023,100,5,"Rajajinagar, Bangalore"
U0430,R8434,400,3,"Basavanagudi, Bangalore"
U0388,R0003,400,4,"Indiranagar, Bangalore"
U0257,R7125,300,2,"Electronic City, Bangalore"
U0186,R1576,700,2,"Whitefield, Bangalore"
U0292,R3486,200,4,"Bannerghatta Road, Bangalore"
U0324,R5647,300,5,"Brigade Road, Bangalore"
U0318,R6484,900,4,"Kalyan Nagar, Bangalore"
U0058,R3330,800,4,"Bommanahalli, Bangalore"
U0164,R5428,500,1,"Jalahalli, Bangalore"
U0639,R3131,800,4,"Koramangala 5th Block, Bangalore"
U0628,R5330,800,2,"Rajajinagar, Bangalore"
